"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","elev","presence"
"1799",14,10,0,560,28,2,26,15,675,1
"1800",17,10,0,588,31,4,27,18,429,1
"1801",16,11,0,604,31,3,28,17,603,1
"1802",16,10,0,604,31,3,28,17,533,1
"1803",16,10,0,593,31,4,27,17,480,1
"1804",16,10,0,590,31,4,27,17,504,1
"1805",16,10,0,598,31,3,28,17,519,1
"1806",16,10,0,600,31,3,28,17,524,1
"1807",16,10,0,600,31,3,28,17,564,1
"1808",17,10,0,586,31,4,27,18,350,1
"1809",14,11,0,574,29,2,27,15,776,1
"1810",16,10,0,605,31,3,28,17,578,1
"1811",17,10,0,571,31,5,26,18,284,1
"1812",15,9,0,571,29,3,26,16,572,1
"1813",16,8,0,546,29,5,23,17,369,1
"1814",15,9,0,565,28,3,24,16,637,1
"1815",15,9,0,565,28,4,25,16,577,1
"1816",16,8,0,553,29,5,24,17,369,1
"1817",16,8,0,553,28,5,24,17,451,1
"1818",15,8,0,565,28,4,24,16,653,1
"1819",15,8,0,557,28,4,24,16,529,1
"1820",17,10,0,573,31,5,27,18,288,1
"1821",15,8,0,562,28,4,24,16,523,1
"1822",15,8,0,565,28,4,24,16,575,1
"1823",16,11,0,599,31,3,28,17,553,1
"1824",17,11,0,586,31,4,27,17,439,1
"1825",15,10,0,587,29,3,27,16,729,1
"1826",17,11,0,585,31,4,27,18,388,1
"1827",17,10,0,567,31,5,26,18,286,1
"1828",18,9,0,557,31,6,25,19,113,1
"1829",17,11,0,586,32,4,28,18,378,1
"1830",16,10,0,589,31,4,27,17,415,1
"1831",18,10,0,576,32,5,27,18,143,1
"1832",18,10,0,574,32,5,27,19,100,1
"1833",18,10,0,573,32,5,27,19,100,1
"1834",18,10,0,577,32,5,27,18,160,1
"1835",18,10,0,572,32,5,27,19,83,1
"1836",17,10,0,580,31,4,27,18,303,1
"1837",17,10,0,583,31,4,27,17,355,1
"1838",17,11,0,588,31,4,28,18,421,1
"1839",17,10,0,572,31,5,26,18,205,1
"1840",17,10,0,573,31,5,26,18,242,1
"1841",16,11,0,594,31,3,28,17,445,1
"1842",16,11,0,594,31,3,28,17,404,1
"1843",17,11,0,587,32,4,28,17,311,1
"1844",17,11,0,588,32,4,28,17,307,1
"1845",17,11,0,588,31,4,28,17,333,1
"1846",17,11,0,588,32,4,28,18,284,1
"1847",16,11,0,594,31,3,28,17,516,1
"1848",17,11,0,596,31,4,28,17,473,1
"1849",18,8,0,525,29,7,22,19,69,1
"1850",18,8,0,523,29,7,22,19,82,1
"1851",17,8,0,532,29,7,22,19,151,1
"1852",17,8,0,533,29,7,22,19,145,1
"1853",17,8,0,537,29,6,23,18,205,1
"1854",16,8,0,546,29,5,23,18,325,1
"1855",17,8,0,536,29,6,23,18,198,1
"1856",17,9,0,553,29,5,24,18,295,1
"1857",16,9,0,554,29,5,24,17,334,1
"1858",17,11,0,587,32,4,28,18,386,1
"1859",17,11,0,586,32,4,28,18,374,1
"1860",19,11,0,569,33,5,27,20,43,1
"1861",18,12,0,578,32,5,28,19,152,1
"1862",17,11,0,590,32,4,28,18,321,1
"1863",17,11,0,589,31,4,28,17,355,1
"1864",17,11,0,588,32,4,28,18,252,1
"1865",17,11,0,588,32,4,28,18,208,1
"1866",16,11,0,589,31,3,28,17,486,1
"1867",18,9,0,548,30,6,24,19,105,1
"1868",16,10,0,599,31,4,28,17,505,1
"1869",17,7,0,527,28,7,22,18,227,1
"1870",17,7,0,523,28,7,22,19,162,1
"1871",17,11,0,588,31,4,27,17,347,1
"1872",16,11,0,590,31,3,28,17,419,1
"1873",16,10,0,590,31,3,28,17,469,1
"1874",16,11,0,590,31,3,28,17,427,1
"1875",16,11,0,591,31,3,28,17,415,1
"1876",14,11,0,582,29,2,27,15,687,1
"1877",14,11,0,582,29,2,27,15,658,1
"1878",16,11,0,572,30,3,27,17,422,1
"1879",14,11,0,582,29,2,27,15,673,1
"1880",16,11,0,573,30,3,27,16,428,1
"1881",16,11,0,573,30,3,27,17,425,1
"1882",16,10,0,568,30,4,27,17,323,1
"1883",16,8,0,552,28,5,23,17,404,1
"1884",14,10,0,562,28,2,26,15,671,1
"1885",15,10,0,560,29,2,26,15,604,1
"1886",15,10,0,562,28,2,26,15,640,1
"1887",14,10,0,562,28,2,26,15,751,1
"1888",14,10,0,563,28,2,26,15,723,1
"1889",14,10,0,563,28,2,26,15,764,1
"1890",14,10,0,563,28,2,26,15,755,1
"1891",14,10,0,561,28,2,26,15,692,1
"1892",14,10,0,562,28,2,26,15,680,1
"1893",14,10,0,563,28,2,26,15,731,1
"1894",15,10,0,545,30,3,26,10,590,1
"1895",14,11,0,590,29,1,28,11,739,1
"1896",14,11,0,589,29,2,28,11,675,1
"1897",14,11,0,589,29,2,28,11,708,1
"1898",15,11,0,592,30,2,28,11,638,1
"1899",14,11,0,591,29,1,28,11,741,1
"1900",15,11,0,590,30,2,28,11,646,1
"1901",14,11,0,592,29,2,28,11,679,1
"1902",14,11,0,589,29,2,28,11,696,1
"1903",14,11,0,588,29,1,28,10,804,1
"1904",16,11,0,583,31,4,27,17,353,1
"1905",16,11,0,584,30,3,27,16,469,1
"1906",14,11,0,586,29,2,28,15,739,1
"1907",14,11,0,580,29,2,27,15,716,1
"1908",14,11,0,594,30,2,28,11,715,1
"1909",15,11,0,589,30,2,28,16,586,1
"1910",15,11,0,594,30,2,28,11,663,1
"1911",17,11,0,578,31,4,27,17,287,1
"1912",13,11,0,591,28,1,28,10,918,1
"1913",14,11,0,585,29,2,28,15,740,1
"1914",14,11,0,593,29,1,28,10,763,1
"1915",14,11,0,582,29,2,27,15,745,1
"1916",16,10,0,601,31,3,28,17,574,1
"1917",15,11,0,590,30,2,28,16,588,1
"1918",14,11,0,586,29,1,28,15,768,1
"1919",15,11,0,592,30,2,28,12,553,1
"1920",15,11,0,594,30,3,28,12,526,1
"1921",17,6,0,438,27,8,19,13,222,1
"1922",15,11,0,578,30,2,27,16,573,1
"1923",15,11,0,577,30,3,27,16,532,1
"1924",16,11,0,590,31,3,28,16,479,1
"1925",16,6,0,546,27,6,22,17,523,1
"1926",16,10,0,609,31,3,28,16,627,1
"1927",13,11,0,652,28,-1,30,13,681,1
"1928",15,10,0,615,31,3,28,16,682,1
"1929",16,10,0,594,31,3,28,17,458,1
"1930",15,11,0,598,30,2,28,16,664,1
"1931",15,11,0,600,30,2,28,15,727,1
"1932",16,11,0,600,31,4,28,17,393,1
"1933",16,11,0,605,31,3,28,16,539,1
"1934",15,11,0,602,31,3,28,16,598,1
"1935",15,11,0,602,30,2,28,16,643,1
"1936",15,11,0,605,31,3,28,16,588,1
"1937",16,11,0,595,31,3,28,17,408,1
"1938",16,10,0,609,31,3,28,17,599,1
"1939",15,10,0,614,30,2,28,15,739,1
"1940",14,11,0,611,30,1,28,15,807,1
"1941",14,11,0,612,30,2,28,15,768,1
"1942",15,11,0,612,30,2,28,15,753,1
"1943",16,11,0,613,31,3,29,16,563,1
"1944",15,11,0,610,30,2,28,15,731,1
"1945",14,11,0,609,30,1,28,15,821,1
"1946",15,11,0,611,30,2,28,15,706,1
"1947",15,11,0,612,30,2,28,15,752,1
"1948",14,11,0,611,30,2,28,15,791,1
"1949",15,11,0,611,30,2,28,15,751,1
"1950",15,10,0,616,31,2,29,16,673,1
"1951",15,11,0,613,31,2,28,15,701,1
"1952",16,11,0,600,31,3,28,16,606,1
"1953",17,11,0,595,31,4,28,17,460,1
"1954",15,10,0,625,31,2,29,16,699,1
"1955",14,10,0,613,30,2,28,15,817,1
"1956",16,10,0,597,31,3,28,17,600,1
"1957",16,10,0,616,31,3,28,16,637,1
"1958",14,11,0,593,30,2,28,11,691,1
"1959",14,11,0,598,30,2,28,11,711,1
"1960",14,11,0,596,29,1,28,10,762,1
"1961",14,11,0,591,29,1,28,10,773,1
"1962",14,11,0,599,29,1,28,10,778,1
"1963",14,11,0,596,29,1,28,10,779,1
"1964",14,11,0,600,30,1,28,11,718,1
"1965",17,11,0,582,32,4,27,18,332,1
"1966",14,10,0,563,28,2,26,14,769,1
"1967",15,10,0,563,28,2,26,15,621,1
"1968",15,10,0,561,29,3,26,16,547,1
"1969",15,10,0,561,29,3,26,16,568,1
"1970",14,10,0,564,28,2,26,14,786,1
"1971",14,10,0,563,28,2,26,14,765,1
"1972",14,10,0,564,28,2,26,15,690,1
"1973",16,11,0,601,31,3,28,16,655,1
"1974",16,10,0,596,31,3,28,17,512,1
"1975",16,11,0,595,31,3,28,17,548,1
"1976",17,11,0,591,31,4,28,18,434,1
"1977",16,10,0,610,31,3,28,16,644,1
"1978",17,11,0,592,32,4,28,18,422,1
"1979",17,10,0,589,31,4,27,18,410,1
"1980",16,10,0,608,31,3,28,17,594,1
"1981",18,10,0,566,31,5,26,19,206,1
"1982",17,11,0,580,31,4,27,18,238,1
"1983",17,11,0,578,32,4,27,18,228,1
"1984",17,11,0,579,32,4,28,18,207,1
"1985",17,11,0,582,31,4,28,17,278,1
"1986",17,11,0,580,31,4,27,18,237,1
"1987",17,11,0,580,31,4,27,18,235,1
"1988",15,11,0,603,30,2,28,16,699,1
"1989",15,11,0,608,30,2,28,15,805,1
"1990",16,10,0,605,31,3,28,17,579,1
"1991",17,11,0,593,31,4,28,18,422,1
"1992",17,9,0,573,29,4,25,18,198,1
"1993",15,10,0,582,28,2,26,15,555,1
"1994",16,9,0,577,29,4,25,17,313,1
"1995",16,9,0,574,29,4,25,17,232,1
"1996",15,10,0,578,29,3,26,16,425,1
"1997",16,9,0,575,29,4,25,17,300,1
"1998",15,10,0,582,28,2,26,15,564,1
"1999",17,9,0,571,30,4,25,18,176,1
"2000",16,8,0,548,28,5,23,17,389,1
"2001",16,11,0,594,31,3,28,17,486,1
"2002",16,11,0,612,31,3,28,17,592,1
"2003",16,11,0,602,31,3,28,17,530,1
"2004",16,11,0,592,31,3,28,17,481,1
"2005",17,10,0,573,31,5,27,18,321,1
"2006",16,10,0,618,32,3,28,17,517,1
"2007",16,10,0,616,32,3,28,17,524,1
"2008",14,8,0,562,27,3,24,15,700,1
"2009",16,8,0,554,28,5,24,17,473,1
"2010",16,10,0,591,31,3,27,17,428,1
"2011",16,10,0,590,31,3,27,17,438,1
"2012",16,10,0,594,30,3,28,16,531,1
"2013",16,10,0,593,31,3,28,17,416,1
"2014",18,10,0,567,31,5,26,19,139,1
"2015",18,10,0,568,31,5,26,19,152,1
"2016",18,10,0,562,31,5,25,19,139,1
"2017",18,10,0,570,31,5,26,19,140,1
"2018",16,11,0,597,31,3,28,17,600,1
"2019",16,9,0,563,29,5,25,17,327,1
"2020",16,9,0,566,29,5,25,17,358,1
"2021",17,9,0,566,30,5,25,18,309,1
"2022",16,11,0,612,31,3,28,17,583,1
"2023",17,9,0,559,30,5,25,18,302,1
"2024",17,9,0,562,29,5,25,17,326,1
"2025",17,9,0,557,30,5,25,18,248,1
"2026",17,9,0,559,30,5,25,18,275,1
"2027",16,11,0,615,31,3,28,16,656,1
"2028",15,6,0,494,26,6,20,10,631,1
"2029",15,10,0,614,30,2,28,15,758,1
"2030",16,11,0,615,31,3,29,16,447,1
"2031",18,6,0,505,28,8,20,13,339,1
"2032",18,7,0,513,30,8,22,20,63,1
"2033",12,10,0,580,26,1,26,13,917,1
"2034",16,10,0,599,31,3,28,17,551,1
"2035",15,10,0,608,31,3,28,16,674,1
"2036",13,11,0,596,28,0,28,13,987,1
"2037",13,11,0,596,28,1,28,14,915,1
"2038",13,11,0,597,28,0,28,14,944,1
"2039",13,10,0,597,28,0,28,14,944,1
"2040",13,11,0,596,28,0,28,14,963,1
"2041",13,10,0,598,28,0,28,13,982,1
"2042",13,11,0,595,28,0,28,13,1000,1
"2043",16,10,0,598,31,3,27,17,554,1
"2044",15,11,0,620,31,2,29,16,560,1
"2045",16,10,0,588,30,3,27,16,607,1
"2046",15,8,0,561,28,4,24,16,544,1
"2047",14,10,0,547,28,2,26,8,892,1
"2048",15,10,0,614,30,2,28,15,837,1
"2049",14,10,0,612,29,1,28,14,1016,1
"2050",14,10,0,613,29,1,28,14,1014,1
"2051",16,8,0,555,28,4,24,17,502,1
"2052",17,11,0,591,31,4,28,18,430,1
"2053",16,10,0,608,31,3,28,17,576,1
"2054",14,10,0,612,29,1,28,15,951,1
"2055",15,10,0,616,31,2,28,16,731,1
"2056",15,10,0,623,31,2,28,16,730,1
"2057",17,10,0,569,31,5,26,18,210,1
"2058",17,10,0,575,31,5,27,18,191,1
"2059",16,10,0,606,31,3,28,17,587,1
"2060",17,10,0,578,31,4,27,18,308,1
"2061",17,10,0,577,31,5,27,18,208,1
"2062",16,10,0,606,31,3,28,17,586,1
"2063",16,10,0,599,31,3,28,16,616,1
"2064",15,10,0,606,30,2,28,16,738,1
"2065",15,11,0,608,30,2,28,16,757,1
"2066",15,10,0,607,30,2,28,16,719,1
"2067",17,11,0,587,32,4,28,18,387,1
"2068",16,11,0,596,30,3,28,16,621,1
"2069",16,10,0,601,31,3,28,17,513,1
"2070",16,10,0,603,31,3,28,17,570,1
"2071",17,11,0,583,31,4,28,17,302,1
"2072",16,11,0,590,31,3,28,16,458,1
"2073",15,11,0,591,31,3,28,16,520,1
"2074",16,11,0,586,31,3,28,17,413,1
"2075",16,11,0,590,31,3,28,16,501,1
"2076",16,11,0,586,31,3,28,17,387,1
"2077",17,11,0,582,31,4,28,17,316,1
"2078",17,11,0,592,31,4,28,18,429,1
"2079",16,10,0,605,31,3,28,17,607,1
"2080",17,11,0,591,31,4,28,18,406,1
"2081",15,11,0,607,30,2,28,15,786,1
"2082",15,11,0,579,30,2,27,15,601,1
"2083",14,11,0,583,29,2,27,11,688,1
"2084",14,11,0,580,29,2,27,15,677,1
"2085",15,11,0,578,29,2,27,15,622,1
"2086",15,11,0,577,30,3,27,16,540,1
"2087",14,11,0,581,29,2,27,15,686,1
"2088",16,10,0,604,31,3,28,16,617,1
"2089",16,10,0,608,31,3,28,16,618,1
"2090",14,10,0,589,29,2,27,15,841,1
"2091",17,9,0,551,29,5,24,18,297,1
"2092",16,10,0,586,31,4,27,17,392,1
"2093",16,10,0,587,31,4,27,17,387,1
"2094",14,11,0,575,29,2,27,15,749,1
"2095",14,10,0,556,27,2,25,15,739,1
"2096",14,10,0,555,27,2,25,15,715,1
"2097",15,9,0,551,27,3,25,15,626,1
"2098",15,9,0,544,28,4,24,16,443,1
"2099",17,8,0,529,28,6,23,18,185,1
"2100",15,9,0,546,28,4,24,16,483,1
"2101",15,9,0,548,28,4,24,16,499,1
"2102",16,9,0,540,28,5,24,17,332,1
"2103",17,8,0,525,28,6,22,18,148,1
"2104",16,9,0,545,28,4,24,17,416,1
"2105",16,9,0,540,28,4,24,17,341,1
"2106",16,9,0,538,28,5,24,17,314,1
"2107",16,9,0,538,28,5,23,17,263,1
"2108",16,11,0,603,31,3,28,16,647,1
"2109",16,10,0,565,30,4,26,17,366,1
"2110",16,10,0,564,30,4,26,17,365,1
"2111",16,10,0,564,30,4,26,17,358,1
"2112",16,10,0,562,30,4,26,17,382,1
"2113",16,10,0,564,30,4,26,17,355,1
"2114",16,10,0,565,30,4,26,17,397,1
"2115",18,10,0,571,31,5,26,18,280,1
"2116",17,10,0,568,31,5,26,18,328,1
"2117",16,9,0,556,29,5,24,17,372,1
"2118",17,8,0,525,28,6,22,18,190,1
"2119",17,8,0,518,28,6,22,18,83,1
"2120",16,8,0,534,28,5,23,17,266,1
"2121",16,8,0,539,28,5,23,17,347,1
"2122",17,10,0,585,31,4,27,18,399,1
"2123",15,11,0,608,31,2,28,16,711,1
"2124",17,8,0,539,29,6,23,18,270,1
"2125",16,8,0,548,29,5,24,17,361,1
"2126",17,8,0,538,29,6,23,18,243,1
"2127",16,10,0,588,31,3,27,17,463,1
"2128",16,10,0,587,31,3,27,17,462,1
"2129",16,11,0,600,31,3,28,16,640,1
"2130",17,9,0,561,30,5,25,18,419,1
"2131",18,6,0,508,28,8,20,19,174,1
"2132",16,11,0,608,31,3,28,16,627,1
"2133",15,6,0,478,25,6,19,10,656,1
"2134",15,10,0,608,30,2,28,15,776,1
"2135",15,11,0,577,30,3,27,16,470,1
"2136",16,11,0,584,31,4,28,17,314,1
"2137",15,11,0,591,30,2,28,16,594,1
"2138",15,11,0,592,30,2,28,16,598,1
"2139",15,11,0,593,30,2,28,15,650,1
"2140",15,11,0,592,30,2,28,15,615,1
"2141",14,11,0,594,30,2,28,15,702,1
"2142",15,8,0,562,28,4,24,16,550,1
"2143",17,8,0,550,29,6,23,18,89,1
"2144",17,9,0,564,30,5,25,18,162,1
"2145",18,9,0,556,31,6,25,19,264,1
"2146",18,9,0,548,30,6,24,19,224,1
"2147",18,9,0,552,31,6,25,19,238,1
"2148",18,9,0,550,31,6,25,19,227,1
"2149",18,10,0,555,31,6,26,19,156,1
"2150",18,10,0,570,31,5,26,19,270,1
"2151",17,10,0,557,31,5,25,18,281,1
"2152",18,10,0,555,31,6,25,19,244,1
"2153",15,12,0,698,31,0,32,15,387,1
"2154",15,10,0,577,29,3,26,16,604,1
"2155",16,10,0,575,30,4,26,17,545,1
"2156",16,10,0,583,30,3,26,17,561,1
"2157",16,10,0,570,30,4,26,17,474,1
"2158",16,10,0,568,30,4,26,17,444,1
"2159",16,10,0,575,29,3,26,16,586,1
"2160",15,10,0,581,29,3,26,16,643,1
"2161",15,10,0,585,29,3,27,16,664,1
"2162",15,10,0,588,29,2,27,16,735,1
"2163",15,10,0,584,29,3,27,16,674,1
"2164",15,11,0,600,31,3,28,16,566,1
"2165",16,11,0,599,31,3,28,17,449,1
"2166",17,11,0,601,32,4,28,17,363,1
"2167",16,10,0,608,31,3,28,17,516,1
"2168",16,10,0,603,31,4,28,17,507,1
"2169",16,10,0,604,31,4,28,17,504,1
"2170",15,10,0,603,30,3,28,16,700,1
"2171",16,10,0,603,31,3,28,17,545,1
"2172",16,10,0,600,31,4,28,17,517,1
"2173",15,11,0,604,31,3,28,16,569,1
"2174",15,11,0,605,31,2,28,16,648,1
"2175",14,10,0,622,29,1,28,14,871,1
"2176",15,10,0,608,30,3,28,16,708,1
"2177",14,11,0,691,30,0,31,17,458,1
"2178",17,11,0,572,31,4,27,18,258,1
"2179",15,10,0,611,30,2,28,15,786,1
"2180",17,9,0,559,30,5,25,18,176,1
"2181",16,6,0,529,27,6,21,17,485,1
"2182",16,6,0,524,27,6,21,17,429,1
"2183",15,6,0,536,27,5,21,17,588,1
"2184",15,10,0,605,30,3,28,16,708,1
"2185",17,10,0,566,31,5,26,18,191,1
"2186",16,10,0,600,31,3,28,16,627,1
"2187",17,11,0,578,32,5,27,18,301,1
"2188",18,11,0,571,32,5,27,18,109,1
"2189",17,11,0,578,31,4,27,18,266,1
"2190",17,10,0,564,31,5,26,18,159,1
"2191",17,10,0,561,31,5,26,18,169,1
"2192",17,10,0,564,31,5,26,18,168,1
"2193",17,10,0,563,31,5,26,18,163,1
"2194",17,10,0,562,31,5,26,18,152,1
"2195",16,11,0,607,31,3,28,16,654,1
"2196",17,10,0,574,31,5,26,18,356,1
"2197",17,11,0,586,32,4,28,18,372,1
"2198",16,10,0,610,31,3,28,16,657,1
"2199",17,9,0,564,30,5,25,18,299,1
"2200",17,9,0,565,30,5,25,17,319,1
"2201",17,7,0,522,28,6,22,18,65,1
"2202",14,11,0,686,30,0,31,14,489,1
"2203",16,8,0,562,29,5,24,17,345,1
"2204",15,10,0,610,30,2,28,15,745,1
"2205",17,7,0,528,27,5,22,18,167,1
"2206",14,7,0,552,27,3,23,9,995,1
"2207",13,10,0,575,27,1,26,14,744,1
"2208",14,11,0,606,30,1,28,15,841,1
"2209",11,11,0,650,27,-3,30,4,1581,1
"2210",14,11,0,607,29,1,28,14,935,1
"2211",14,11,0,618,30,1,29,15,749,1
"2212",14,11,0,619,30,1,29,15,765,1
"2213",16,11,0,608,31,3,28,17,414,1
"2214",14,10,0,607,30,2,28,15,791,1
"2215",14,11,0,625,30,1,29,15,753,1
"2216",15,11,0,611,31,2,28,16,539,1
"2217",14,11,0,624,30,1,29,15,738,1
"2218",15,11,0,603,30,2,28,16,590,1
"2219",14,10,0,610,30,2,28,15,790,1
"2220",15,9,0,557,28,4,24,16,524,1
"2221",13,11,0,622,29,1,29,14,887,1
"2222",16,11,0,598,31,4,28,17,493,1
"2223",15,11,0,606,30,2,28,16,776,1
"2224",17,10,0,570,31,5,26,18,309,1
"2225",16,10,0,613,31,3,28,16,652,1
"2226",16,10,0,578,30,4,26,17,502,1
"2227",16,10,0,590,30,3,27,17,553,1
"2228",17,7,0,466,28,8,20,12,226,1
"2229",18,6,0,495,28,9,19,20,113,1
"2230",18,6,0,494,28,9,20,20,93,1
"2231",18,6,0,494,29,9,20,20,77,1
"2232",18,6,0,494,28,9,20,20,98,1
"2233",16,10,0,581,30,3,27,17,578,1
"2234",17,6,0,527,28,7,21,18,339,1
"2235",16,6,0,538,27,6,21,17,461,1
"2236",17,6,0,530,27,7,21,18,384,1
"2237",18,5,0,467,28,10,18,16,167,1
"2238",16,6,0,539,28,6,22,18,417,1
"2239",14,10,0,592,28,1,27,14,950,1
"2240",16,7,0,539,28,6,22,18,435,1
"2241",16,7,0,544,28,6,22,17,496,1
"2242",16,6,0,548,27,6,22,17,529,1
"2243",18,7,0,532,29,7,22,19,39,1
"2244",16,9,0,570,29,4,24,17,264,1
"2245",16,9,0,574,29,4,25,17,349,1
"2246",17,9,0,568,29,5,24,17,245,1
"2247",16,10,0,580,29,3,26,16,318,1
"2248",15,10,0,604,29,2,27,15,354,1
"2249",17,4,0,480,27,10,17,19,146,1
"2250",15,8,0,592,29,3,25,11,177,1
"2251",15,10,0,610,30,2,28,16,710,1
"2252",17,11,0,621,33,3,30,10,410,1
"2253",18,6,0,437,27,9,18,13,86,1
"2254",13,11,0,619,29,-1,29,13,1144,1
"2255",14,10,0,587,29,2,26,15,847,1
"2256",15,10,0,618,30,2,28,9,951,1
"2257",16,11,0,600,31,3,28,17,596,1
"2258",16,10,0,601,31,3,28,17,572,1
"2259",15,10,0,550,28,3,25,16,460,1
"2260",16,10,0,553,29,4,25,17,336,1
"2261",16,10,0,550,29,4,25,17,346,1
"2262",16,10,0,552,29,4,25,17,297,1
"2263",16,11,0,610,31,3,28,17,602,1
"2264",17,10,0,574,31,4,26,18,409,1
"2265",17,8,0,526,28,6,22,18,191,1
"2266",17,8,0,520,28,7,22,19,95,1
"2267",18,7,0,516,28,7,22,19,64,1
"2268",15,10,0,564,29,3,26,16,533,1
"2269",16,10,0,600,31,3,28,16,630,1
"2270",17,10,0,557,30,5,25,18,222,1
"2271",17,9,0,553,30,5,25,18,189,1
"2272",17,10,0,554,30,5,25,18,217,1
"2273",17,9,0,553,30,5,25,18,188,1
"2274",17,9,0,553,30,5,25,18,180,1
"2275",16,11,0,568,31,4,27,17,301,1
"2276",16,11,0,570,30,4,27,17,338,1
"2277",16,8,0,545,29,5,23,17,339,1
"2278",17,8,0,541,29,6,23,18,267,1
"2279",16,8,0,550,28,5,23,17,452,1
"2280",18,6,0,423,27,9,18,14,115,1
"2281",17,8,0,550,29,6,23,18,66,1
"2282",17,8,0,558,29,5,24,18,98,1
"2283",17,8,0,559,29,5,24,18,104,1
"2284",17,8,0,555,29,6,24,18,81,1
"2285",17,8,0,560,29,5,24,18,108,1
"2286",17,8,0,552,29,6,23,18,86,1
"2287",17,8,0,560,29,5,24,18,113,1
"2288",15,6,0,551,26,5,22,16,114,1
"2289",16,11,0,597,31,3,28,17,462,1
"2290",15,11,0,606,30,2,28,15,708,1
"2291",15,11,0,603,30,2,28,15,696,1
"2292",17,9,0,551,30,6,24,18,164,1
"2293",17,9,0,552,30,5,24,18,190,1
"2294",16,9,0,573,29,4,25,17,280,1
"2295",14,10,0,640,30,1,29,15,500,1
"2296",13,11,0,677,30,-1,31,14,588,1
"2297",15,4,0,502,25,7,18,17,39,1
"2298",15,4,0,503,25,7,18,17,26,1
"2299",16,10,0,609,31,3,28,17,562,1
"2300",15,10,0,615,31,3,28,16,690,1
"2301",14,10,0,613,29,1,28,14,1019,1
"2302",14,10,0,613,29,1,28,14,988,1
"2303",15,10,0,613,30,2,28,15,804,1
"2304",16,10,0,617,31,3,28,17,579,1
"2305",16,10,0,611,31,3,28,17,571,1
"2306",15,10,0,610,31,3,28,16,700,1
"2307",16,10,0,615,31,3,28,16,616,1
"2308",15,8,0,579,29,4,24,12,78,1
"2309",16,9,0,573,29,4,25,17,378,1
"2310",17,9,0,562,29,5,24,18,116,1
"2311",17,9,0,566,29,5,24,18,154,1
"2312",17,9,0,566,29,5,24,18,197,1
"2313",16,9,0,573,29,4,25,17,265,1
"2315",15,9,0,579,28,3,25,16,444,1
"2316",16,9,0,574,29,4,25,17,312,1
"2317",17,8,0,563,29,5,24,18,215,1
"2318",16,9,0,574,29,4,25,17,307,1
"2319",16,9,0,575,29,4,25,17,378,1
"2320",15,9,0,579,28,3,25,16,468,1
"2321",16,9,0,577,29,4,25,17,345,1
"2322",18,8,0,557,30,6,24,19,14,1
"2323",16,9,0,572,29,4,24,17,329,1
"2324",17,9,0,566,29,5,24,18,180,1
"2325",15,10,0,625,31,2,29,16,733,1
"2326",15,7,0,532,26,4,22,16,236,1
"2327",17,11,0,593,31,4,28,17,322,1
"2328",15,11,0,583,30,3,27,16,580,1
"2329",14,11,0,582,29,2,27,11,686,1
"2330",16,11,0,592,31,3,28,17,386,1
"2331",15,11,0,584,30,2,27,11,592,1
"2332",16,11,0,593,31,4,28,13,362,1
"2333",16,10,0,620,32,3,28,17,521,1
"2334",16,11,0,620,31,3,29,16,453,1
"2335",18,11,0,582,32,4,28,19,229,1
"2336",17,8,0,548,29,6,24,18,199,1
"2337",13,10,0,620,29,0,28,13,999,1
"2338",12,10,0,622,28,0,28,13,1123,1
"2339",12,10,0,621,28,0,28,13,1097,1
"2340",12,10,0,624,28,0,28,13,1112,1
"2341",15,11,0,602,30,2,28,15,705,1
"2342",13,10,0,619,29,1,28,14,912,1
"2343",12,10,0,618,28,-1,28,12,1162,1
"2344",13,10,0,626,29,0,29,13,1018,1
"2345",15,11,0,600,30,2,28,15,689,1
"2346",13,10,0,620,29,1,28,14,910,1
"2347",12,10,0,619,28,-1,28,12,1165,1
"2348",14,10,0,622,30,1,29,15,773,1
"2349",14,10,0,623,30,1,29,14,805,1
"2350",14,10,0,621,29,1,28,14,861,1
"2351",16,5,0,482,26,8,18,12,527,1
"2352",17,11,0,590,31,4,28,17,346,1
"2353",16,11,0,596,31,3,28,16,487,1
"2354",17,11,0,590,32,4,28,17,343,1
"2355",15,11,0,597,30,2,28,15,657,1
"2356",15,11,0,598,30,2,28,15,674,1
"2357",16,11,0,592,31,4,28,17,365,1
"2358",14,11,0,599,30,2,28,15,741,1
"2359",15,11,0,598,30,2,28,15,694,1
"2360",16,11,0,592,31,3,28,16,510,1
"2361",15,11,0,599,30,2,28,16,616,1
"2362",15,8,0,587,29,4,25,11,63,1
"2363",13,11,0,613,29,0,29,9,953,1
"2364",13,11,0,612,29,0,29,9,945,1
"2365",13,11,0,613,29,1,29,10,917,1
"2366",13,11,0,614,29,0,29,9,965,1
"2367",13,11,0,619,30,1,29,10,882,1
"2368",13,11,0,611,29,0,28,9,1003,1
"2369",13,11,0,611,29,0,29,9,952,1
"2370",13,11,0,620,29,1,29,10,903,1
"2371",13,11,0,612,29,1,29,10,906,1
"2372",13,11,0,610,28,0,28,9,1044,1
"2373",13,11,0,615,29,0,29,9,954,1
"2374",13,11,0,613,29,0,29,9,955,1
"2375",13,11,0,611,29,0,29,9,1017,1
"2376",15,10,0,622,31,2,28,15,785,1
"2377",15,10,0,601,30,2,28,15,754,1
"2378",11,10,0,581,25,-1,26,12,962,1
"2379",16,10,0,622,32,3,28,17,563,1
